OrderConfirmationTime,Revenue,Prediction
2021-10-09,440,
2021-10-10,0,
2021-10-11,390,
2021-10-12,60,
2021-10-13,0,
2021-10-14,340,
2021-10-15,0,
2021-10-16,0,
2021-10-17,180,
2021-10-18,7360,
2021-10-19,3000,
2021-10-20,0,
2021-10-21,0,
2021-10-22,200,
2021-10-23,0,
2021-10-24,180,
2021-10-25,90,
2021-10-26,390,
2021-10-27,0,
2021-10-28,150,
2021-10-29,520,
2021-10-30,1200,
2021-10-31,0,
2021-11-01,0,
2021-11-02,0,
2021-11-03,1000,
2021-11-04,175,
2021-11-05,7500,
2021-11-06,0,
2021-11-07,0,
2021-11-08,0,
2021-11-09,3600,
2021-11-10,0,
2021-11-11,150,
2021-11-12,0,
2021-11-13,6000,
2021-11-14,9256,
2021-11-15,0,
2021-11-16,24,
2021-11-17,70,
2021-11-18,75,
2021-11-19,0,
2021-11-20,6000,
2021-11-21,6000,
2021-11-22,800,
2021-11-23,0,
2021-11-24,140,
2021-11-25,3240,
2021-11-26,380,
2021-11-27,0,
2021-11-28,6400,
2021-11-29,4800,
2021-11-30,320,
2021-12-01,330,
2021-12-02,273,
2021-12-03,0,
2021-12-04,555,
2021-12-05,0,
2021-12-06,2400,
2021-12-07,70,
2021-12-08,0,
2021-12-09,160,
2021-12-10,2600,
2021-12-11,0,
2021-12-12,0,
2021-12-13,0,
2021-12-14,275,
2021-12-15,6340,
2021-12-16,35,
2021-12-17,80,
2021-12-18,3000,
2021-12-19,16,
2021-12-20,60,
2021-12-21,2000,
2021-12-22,150,
2021-12-23,50,
2021-12-24,12000,
2021-12-25,2500,
2021-12-26,175,
2021-12-27,0,
2021-12-28,175,
2021-12-29,200,
2021-12-30,570,
2021-12-31,75,
2022-01-01,0,
2022-01-02,70,
2022-01-03,370,
2022-01-04,0,
2022-01-05,2300,
2022-01-06,0,
2022-01-07,360,
2022-01-08,0,
2022-01-09,0,
2022-01-10,210,
2022-01-11,0,
2022-01-12,520,
2022-01-13,270,
2022-01-14,0,
2022-01-15,0,
2022-01-16,90,
2022-01-17,0,
2022-01-18,0,
2022-01-19,0,
2022-01-20,800,
2022-01-21,210,
2022-01-22,50,
2022-01-23,90,
2022-01-24,3490,
2022-01-25,4800,
2022-01-26,280,
2022-01-27,300,
2022-01-28,0,
2022-01-29,2160,
2022-01-30,2760,
2022-01-31,0,
2022-02-01,4500,
2022-02-02,90,
2022-02-03,7200,
2022-02-04,0,
2022-02-05,1200,
2022-02-06,0,
2022-02-07,0,
2022-02-08,0,
2022-02-09,0,
2022-02-10,0,
2022-02-11,176,
2022-02-12,500,
2022-02-13,180,
2022-02-14,0,
2022-02-15,0,
2022-02-16,0,
2022-02-17,540,
2022-02-18,0,
2022-02-19,0,
2022-02-20,200,
2022-02-21,0,
2022-02-22,0,
2022-02-23,8,
2022-02-24,0,
2022-02-25,450,
2022-02-26,1500,
2022-02-27,0,
2022-02-28,0,
2022-03-01,350,
2022-03-02,0,
2022-03-03,0,
2022-03-04,1000,
2022-03-05,225,
2022-03-06,0,
2022-03-07,0,
2022-03-08,0,
2022-03-09,0,
2022-03-10,1850,
2022-03-11,420,
2022-03-12,550,
2022-03-13,0,
2022-03-14,0,
2022-03-15,150,
2022-03-16,0,
2022-03-17,3020,
2022-03-18,16,
2022-03-19,0,
2022-03-20,0,
2022-03-21,2000,
2022-03-22,0,
2022-03-23,0,
2022-03-24,0,
2022-03-25,300,
2022-03-26,125,
2022-03-27,80,
2022-03-28,0,
2022-03-29,25,
2022-03-30,0,
2022-03-31,60,
2022-04-01,0,
2022-04-02,0,
2022-04-03,0,
2022-04-04,0,
2022-04-05,75,
2022-04-06,0,
2022-04-07,7500,
2022-04-08,400,
2022-04-09,0,
2022-04-10,0,
2022-04-11,0,
2022-04-12,2400,
2022-04-13,348,
2022-04-14,260,
2022-04-15,6060,
2022-04-16,0,
2022-04-17,400,
2022-04-18,270,
2022-04-19,480,
2022-04-20,2400,
2022-04-21,200,
2022-04-22,200,
2022-04-23,7200,
2022-04-24,5200,
2022-04-25,0,
2022-04-26,0,
2022-04-27,105,
2022-04-28,5000,
2022-04-29,0,
2022-04-30,0,
2022-05-01,120,
2022-05-02,540,
2022-05-03,4800,
2022-05-04,54,
2022-05-05,4800,
2022-05-06,8655,
2022-05-07,450,
2022-05-08,2500,
2022-05-09,0,
2022-05-10,0,
2022-05-11,1000,
2022-05-12,0,
2022-05-13,0,
2022-05-14,2000,
2022-05-15,0,
2022-05-16,0,
2022-05-17,0,
2022-05-18,50,
2022-05-19,0,
2022-05-20,0,
2022-05-21,135,
2022-05-22,160,
2022-05-23,0,
2022-05-24,35,
2022-05-25,200,
2022-05-26,175,
2022-05-27,0,
2022-05-28,150,
2022-05-29,600,
2022-05-30,400,
2022-05-31,0,
2022-06-01,100,
2022-06-02,1200,
2022-06-03,0,
2022-06-04,200,
2022-06-05,180,
2022-06-06,0,
2022-06-07,200,
2022-06-08,1600,
2022-06-09,160,
2022-06-10,0,
2022-06-11,35,
2022-06-12,250,
2022-06-13,0,
2022-06-14,2040,
2022-06-15,125,
2022-06-16,7780,
2022-06-17,190,
2022-06-18,0,
2022-06-19,440,
2022-06-20,220,
2022-06-21,0,
2022-06-22,25,
2022-06-23,240,
2022-06-24,200,
2022-06-25,140,
2022-06-26,4500,
2022-06-27,125,
2022-06-28,80,
2022-06-29,1650,
2022-06-30,0,
2022-07-01,280,
2022-07-02,25,
2022-07-03,0,
2022-07-04,3000,
2022-07-05,50,
2022-07-06,7395,
2022-07-07,240,
2022-07-08,1725,
2022-07-09,0,
2022-07-10,150,
2022-07-11,490,
2022-07-12,0,
2022-07-13,0,
2022-07-14,0,
2022-07-15,2500,
2022-07-16,710,
2022-07-17,0,
2022-07-18,0,
2022-07-19,400,
2022-07-20,1665,
2022-07-21,60,
2022-07-22,0,
2022-07-23,0,
2022-07-24,105,
2022-07-25,18,
2022-07-26,1590,
2022-07-27,2800,
2022-07-28,25,
2022-07-29,286,
2022-07-30,18,
2022-07-31,7200,
2022-08-01,0,
2022-08-02,0,
2022-08-03,0,
2022-08-04,0,
2022-08-05,0,
2022-08-06,90,
2022-08-07,280,
2022-08-08,0,
2022-08-09,210,
2022-08-10,0,
2022-08-11,0,
2022-08-12,99,
2022-08-13,3200,
2022-08-14,48,
2022-08-15,32,
2022-08-16,0,
2022-08-17,70,
2022-08-18,70,
2022-08-19,1500,
2022-08-20,0,
2022-08-21,0,
2022-08-22,0,
2022-08-23,478,
2022-08-24,726,
2022-08-25,0,
2022-08-26,120,
2022-08-27,0,
2022-08-28,600,
2022-08-29,0,
2022-08-30,150,
2022-08-31,0,
2022-09-01,0,
2022-09-02,270,
2022-09-03,800,
2022-09-04,9000,
2022-09-05,0,
2022-09-06,0,
2022-09-07,800,
2022-09-08,6000,
2022-09-09,1500,
2022-09-10,0,
2022-09-11,0,
2022-09-12,0,
2022-09-13,1545,
2022-09-14,1572,
2022-09-15,152,
2022-09-16,35,
2022-09-17,36,
2022-09-18,0,
2022-09-19,600,
2022-09-20,0,
2022-09-21,0,
2022-09-22,210,
2022-09-23,105,
2022-09-24,168,
2022-09-25,370,
2022-09-26,80,
2022-09-27,520,
2022-09-28,7410,
2022-09-29,315,
2022-09-30,210,
2022-10-01,110,
2022-10-02,280,
2022-10-03,0,
2022-10-04,400,
2022-10-05,920,
2022-10-06,0,
2022-10-07,75,
2022-10-08,35,
2022-10-09,100,
2022-10-10,440,
2022-10-11,0,
2022-10-12,120,
2022-10-13,0,
2022-10-14,0,
2022-10-15,370,
2022-10-16,0,
2022-10-17,35,
2022-10-18,45,
2022-10-19,0,
2022-10-20,54,
2022-10-21,45,
2022-10-22,280,
2022-10-23,180,
2022-10-24,0,
2022-10-25,3145,
2022-10-26,240,
2022-10-27,0,
2022-10-28,250,
2022-10-29,0,
2022-10-30,180,
2022-10-31,9090,
2022-11-01,128,
2022-11-02,240,
2022-11-03,48,
2022-11-04,7480,
2022-11-05,0,
2022-11-06,0,
2022-11-07,175,
2022-11-08,215,
2022-11-09,4800,
2022-11-10,270,
2022-11-11,0,
2022-11-12,0,
2022-11-13,9000,
2022-11-14,0,
2022-11-15,480,
2022-11-16,675,
2022-11-17,0,
2022-11-18,0,
2022-11-19,0,
2022-11-20,0,
2022-11-21,60,
2022-11-22,75,
2022-11-23,0,
2022-11-24,0,
2022-11-25,0,
2022-11-26,300,
2022-11-27,120,
2022-11-28,280,
2022-11-29,1200,
2022-11-30,0,
2022-12-01,340,
2022-12-02,0,
2022-12-03,0,
2022-12-04,24,
2022-12-05,50,
2022-12-06,90,
2022-12-07,320,
2022-12-08,0,
2022-12-09,460,
2022-12-10,0,
2022-12-11,610,
2022-12-12,180,
2022-12-13,1200,
2022-12-14,360,
2022-12-15,0,
2022-12-16,570,
2022-12-17,100,
2022-12-18,515,
2022-12-19,226,
2022-12-20,0,
2022-12-21,6000,
2022-12-22,2400,
2022-12-23,332,
2022-12-24,35,
2022-12-25,580,
2022-12-26,35,
2022-12-27,0,
2022-12-28,50,
2022-12-29,4670,
2022-12-30,210,
2022-12-31,0,
2023-01-01,210,497.22217
2023-01-02,43,497.22217
2023-01-03,24,497.22217
2023-01-04,280,519.9116
2023-01-05,1650,519.9116
2023-01-06,480,543.98865
2023-01-07,430,448.3878
2023-01-08,0,448.3878
2023-01-09,70,319.064
2023-01-10,140,319.064
2023-01-11,100,319.064
2023-01-12,0,319.064
2023-01-13,4500,319.064
2023-01-14,0,319.064
2023-01-15,0,319.064
2023-01-16,80,295.92633
2023-01-17,280,295.92633
2023-01-18,0,295.92633
2023-01-19,25,399.55768
2023-01-20,100,400.91077
2023-01-21,0,563.7199
2023-01-22,390,563.7199
2023-01-23,100,534.064
2023-01-24,520,571.5841
2023-01-25,325,571.5841
2023-01-26,0,571.5841
2023-01-27,0,766.7472
2023-01-28,0,729.235
2023-01-29,0,747.1317
2023-01-30,0,747.1317
2023-01-31,50,555.86145
2023-02-01,0,860.3929
2023-02-02,225,860.3929
2023-02-03,600,860.3929
2023-02-04,240,719.1935
2023-02-05,48,719.1935
2023-02-06,300,743.27057
2023-02-07,0,619.3135
2023-02-08,0,619.3135
2023-02-09,200,489.9899
2023-02-10,3000,489.9899
2023-02-11,10800,489.9899
2023-02-12,290,489.9899
2023-02-13,0,489.9899
2023-02-14,0,489.9899
2023-02-15,45,489.9899
2023-02-16,270,466.85236
2023-02-17,2140,466.85236
2023-02-18,0,466.85236
2023-02-19,125,466.85236
2023-02-20,0,468.20544
2023-02-21,280,571.90717
2023-02-22,0,571.90717
2023-02-23,210,542.25116
2023-02-24,400,579.77136
2023-02-25,0,579.77136
2023-02-26,0,579.77136
2023-02-27,120,678.7257
2023-02-28,420,699.06415
2023-03-01,0,553.038
2023-03-02,615,553.038
2023-03-03,140,553.038
2023-03-04,0,683.6952
2023-03-05,300,683.6952
2023-03-06,18,707.7723
2023-03-07,0,583.8153
2023-03-08,0,583.8153
2023-03-09,280,454.49167
2023-03-10,0,454.49167
2023-03-11,478,454.49167
2023-03-12,0,454.49167
2023-03-13,400,454.49167
2023-03-14,250,454.49167
2023-03-15,150,454.49167
2023-03-16,0,431.35416
2023-03-17,10700,431.35416
2023-03-18,70,431.35416
2023-03-19,100,431.35416
2023-03-20,0,432.70724
2023-03-21,0,555.19525
2023-03-22,0,555.19525
2023-03-23,3400,525.53925
2023-03-24,570,563.0593
2023-03-25,9000,563.0593
2023-03-26,0,563.0593
2023-03-27,0,664.8794
2023-03-28,0,699.06415
2023-03-29,3000,575.8556
2023-03-30,9000,575.8556
2023-03-31,250,418.24533
2023-04-01,4980,553.038
2023-04-02,0,553.038
2023-04-03,90,553.038
2023-04-04,720,683.6952
2023-04-05,90,683.6952
2023-04-06,450,707.7723
2023-04-07,0,583.8153
2023-04-08,54,583.8153
2023-04-09,0,454.49167
2023-04-10,4500,454.49167
2023-04-11,0,454.49167
2023-04-12,0,454.49167
2023-04-13,0,454.49167
2023-04-14,0,454.49167
2023-04-15,100,454.49167
2023-04-16,35,431.35416
2023-04-17,0,431.35416
2023-04-18,75,431.35416
2023-04-19,25,431.35416
2023-04-20,54,432.70724
2023-04-21,200,555.19525
2023-04-22,150,555.19525
2023-04-23,75,525.53925
2023-04-24,75,563.0593
2023-04-25,20,563.0593
2023-04-26,572,563.0593
2023-04-27,0,664.8794
2023-04-28,50,699.06415
2023-04-29,220,575.8556
2023-04-30,0,575.8556
2023-05-01,0,545.2492
2023-05-02,2440,545.2492
2023-05-03,365,545.2492
2023-05-04,150,675.9063
2023-05-05,345,675.9063
2023-05-06,225,699.98334
2023-05-07,0,576.02637
2023-05-08,75,576.02637
2023-05-09,24,446.70282
2023-05-10,150,446.70282
2023-05-11,600,446.70282
2023-05-12,160,446.70282
2023-05-13,50,446.70282
2023-05-14,240,446.70282
2023-05-15,0,446.70282
2023-05-16,0,423.5653
2023-05-17,350,423.5653
2023-05-18,0,423.5653
2023-05-19,9200,423.5653
2023-05-20,0,424.9184
2023-05-21,0,506.67163
2023-05-22,240,506.67163
2023-05-23,600,477.01556
2023-05-24,0,514.5357
2023-05-25,0,514.5357
2023-05-26,498,514.5357
2023-05-27,480,624.1446
2023-05-28,175,658.3293
2023-05-29,1650,535.1208
2023-05-30,120,535.1208
2023-05-31,400,1105.6141
2023-06-01,980,439.2546
2023-06-02,2047,439.2546
2023-06-03,200,439.2546
2023-06-04,150,569.9119
2023-06-05,0,569.9119
2023-06-06,422,593.98895
2023-06-07,90,470.03198
2023-06-08,240,470.03198
2023-06-09,0,446.70282
2023-06-10,125,446.70282
2023-06-11,90,446.70282
2023-06-12,0,446.70282
2023-06-13,2570,446.70282
2023-06-14,140,446.70282
2023-06-15,0,446.70282
2023-06-16,0,423.5653
2023-06-17,160,423.5653
2023-06-18,108,423.5653
2023-06-19,1200,423.5653
2023-06-20,0,424.9184
2023-06-21,0,506.67163
2023-06-22,480,506.67163
2023-06-23,0,477.01556
2023-06-24,250,514.5357
2023-06-25,0,514.5357
2023-06-26,35,514.5357
2023-06-27,40,624.1446
2023-06-28,57,658.3293
2023-06-29,75,535.1208
2023-06-30,520,535.1208
2023-07-01,0,439.2546
2023-07-02,2400,439.2546
2023-07-03,0,439.2546
2023-07-04,70,569.9119
2023-07-05,0,569.9119
2023-07-06,5080,593.98895
2023-07-07,0,470.03198
2023-07-08,0,470.03198
2023-07-09,1200,446.70282
2023-07-10,0,446.70282
2023-07-11,0,446.70282
2023-07-12,300,446.70282
2023-07-13,670,446.70282
2023-07-14,40,446.70282
2023-07-15,8,446.70282
2023-07-16,1605,423.5653
2023-07-17,75,423.5653
2023-07-18,20,423.5653
2023-07-19,175,423.5653
2023-07-20,1000,424.9184
2023-07-21,240,506.67163
2023-07-22,0,506.67163
2023-07-23,0,477.01556
2023-07-24,102,514.5357
2023-07-25,8,514.5357
2023-07-26,0,514.5357
2023-07-27,210,624.1446
2023-07-28,0,658.3293
2023-07-29,141,535.1208
2023-07-30,0,535.1208
2023-07-31,0,1105.6141
2023-08-01,48,439.2546
2023-08-02,0,439.2546
2023-08-03,200,439.2546
2023-08-04,7250,569.9119
2023-08-05,135,569.9119
2023-08-06,250,593.98895
2023-08-07,70,470.03198
2023-08-08,210,470.03198
2023-08-09,600,446.70282
2023-08-10,940,446.70282
2023-08-11,165,446.70282
2023-08-12,0,446.70282
2023-08-13,0,446.70282
2023-08-14,0,446.70282
2023-08-15,210,446.70282
2023-08-16,175,423.5653
2023-08-17,50,423.5653
2023-08-18,180,423.5653
2023-08-19,400,423.5653
2023-08-20,15,424.9184
2023-08-21,16,506.67163
2023-08-22,0,506.67163
2023-08-23,305,477.01556
2023-08-24,750,514.5357
2023-08-25,250,514.5357
2023-08-26,0,514.5357
2023-08-27,60,624.1446
2023-08-28,100,928.30066
2023-08-29,0,535.1208
2023-08-30,1208,535.1208
2023-08-31,2240,1088.1658
2023-09-01,0,439.2546
2023-09-02,200,439.2546
2023-09-03,90,439.2546
2023-09-04,0,569.9119
2023-09-05,2800,569.9119
2023-09-06,0,593.98895
2023-09-07,0,470.03198
2023-09-08,0,470.03198
2023-09-09,770,446.70282
2023-09-10,0,446.70282
2023-09-11,0,446.70282
2023-09-12,0,446.70282
2023-09-13,20,446.70282
2023-09-14,2575,446.70282
2023-09-15,360,446.70282
2023-09-16,0,423.5653
2023-09-17,125,423.5653
2023-09-18,24,423.5653
2023-09-19,0,423.5653
2023-09-20,0,424.9184
2023-09-21,100,506.67163
2023-09-22,0,506.67163
2023-09-23,0,477.01556
2023-09-24,0,514.5357
2023-09-25,210,514.5357
2023-09-26,360,514.5357
2023-09-27,600,624.1446
2023-09-28,0,928.30066
2023-09-29,0,535.1208
2023-09-30,140,535.1208
2023-10-01,3100,439.2546
2023-10-02,75,439.2546
2023-10-03,0,439.2546
2023-10-04,0,569.9119
2023-10-05,4670,569.9119
2023-10-06,0,593.98895
2023-10-07,0,470.03198
2023-10-08,7350,470.03198
2023-10-09,400,446.70282
2023-10-10,310,446.70282
2023-10-11,0,446.70282
2023-10-12,320,446.70282
2023-10-13,0,446.70282
2023-10-14,300,446.70282
2023-10-15,16,446.70282
2023-10-16,0,423.5653
2023-10-17,1804,423.5653
2023-10-18,2800,423.5653
2023-10-19,500,423.5653
2023-10-20,50,424.9184
2023-10-21,3025,506.67163
2023-10-22,1500,506.67163
2023-10-23,360,477.01556
2023-10-24,250,514.5357
2023-10-25,40,514.5357
2023-10-26,0,514.5357
2023-10-27,0,548.75714
2023-10-28,35,852.91327
2023-10-29,0,535.1208
2023-10-30,0,535.1208
2023-10-31,0,1088.1658
2023-11-01,75,517.25995
2023-11-02,0,517.25995
2023-11-03,0,517.25995
2023-11-04,16,647.9171
2023-11-05,0,647.9171
2023-11-06,555,671.99414
2023-11-07,9000,548.03723
2023-11-08,0,548.03723
2023-11-09,2000,600.6783
2023-11-10,300,600.6783
2023-11-11,50,600.6783
2023-11-12,0,600.6783
2023-11-13,520,600.6783
2023-11-14,0,600.6783
2023-11-15,0,600.6783
2023-11-16,100,577.5409
2023-11-17,480,577.5409
2023-11-18,0,577.5409
2023-11-19,0,577.5409
2023-11-20,2500,578.894
2023-11-21,0,584.6767
2023-11-22,0,584.6767
2023-11-23,120,555.02075
2023-11-24,0,592.54095
2023-11-25,0,592.54095
2023-11-26,180,592.54095
2023-11-27,63,548.75714
2023-11-28,25,852.91327
2023-11-29,0,535.1208
2023-11-30,3773,535.1208
2023-12-01,0,510.43414
2023-12-02,0,510.43414
2023-12-03,240,510.43414
2023-12-04,175,641.0914
2023-12-05,40,641.0914
2023-12-06,0,665.1684
2023-12-07,35,541.2115
2023-12-08,6090,541.2115
2023-12-09,370,593.85254
2023-12-10,105,593.85254
2023-12-11,0,593.85254
2023-12-12,1540,593.85254
2023-12-13,0,593.85254
2023-12-14,0,593.85254
2023-12-15,1200,593.85254
2023-12-16,0,570.71515
2023-12-17,0,570.71515
2023-12-18,0,570.71515
2023-12-19,770,570.71515
2023-12-20,0,572.06824
2023-12-21,320,584.6767
2023-12-22,7600,584.6767
2023-12-23,0,555.02075
2023-12-24,50,592.54095
2023-12-25,3000,592.54095
2023-12-26,0,592.54095
2023-12-27,0,548.75714
2023-12-28,4500,852.91327
2023-12-29,0,535.1208
2023-12-30,0,535.1208
2023-12-31,100,1088.1658
